G2_E,ConsecutiveTemporalEdge,5,Final Runtime: 1539ms
G2_E,HybridRandomTemporal,1,Final Runtime: 1438ms
G2_E,HybridRandomTemporal,2,Final Runtime: 1384ms
G2_E,HybridRandomTemporal,3,Final Runtime: 1485ms
G2_E,HybridRandomTemporal,4,Final Runtime: 1454ms
G2_E,HybridRandomTemporal,5,Final Runtime: 1513ms
G2_E,HybridRandomEdgeTemporal,1,Final Runtime: 1410ms
G2_E,HybridRandomEdgeTemporal,2,Final Runtime: 1410ms
G2_E,HybridRandomEdgeTemporal,3,Final Runtime: 1346ms
G2_E,HybridRandomEdgeTemporal,4,Final Runtime: 1551ms
G2_E,HybridRandomEdgeTemporal,5,Final Runtime: 1506ms
G2_E,Hybrid2DTemporal,1,Final Runtime: 1495ms
G2_E,Hybrid2DTemporal,2,Final Runtime: 1464ms
G2_E,Hybrid2DTemporal,3,Final Runtime: 1484ms
G2_E,Hybrid2DTemporal,4,Final Runtime: 1443ms
G2_E,Hybrid2DTemporal,5,Final Runtime: 1400ms
G2_E,Hybrid2DEdgeTemporal,1,Final Runtime: 1472ms
G2_E,Hybrid2DEdgeTemporal,2,Final Runtime: 1684ms
G2_E,Hybrid2DEdgeTemporal,3,Final Runtime: 1374ms
G2_E,Hybrid2DEdgeTemporal,4,Final Runtime: 1483ms
G2_E,Hybrid2DEdgeTemporal,5,Final Runtime: 1369ms
G3_U,CanonicalRandomVertexCut,1,Final Runtime: 2649ms
G3_U,CanonicalRandomVertexCut,2,Final Runtime: 2456ms
G3_U,CanonicalRandomVertexCut,3,Final Runtime: 2694ms
G3_U,CanonicalRandomVertexCut,4,Final Runtime: 2663ms
G3_U,CanonicalRandomVertexCut,5,Final Runtime: 2693ms
G3_U,EdgePartition2D,1,Final Runtime: 2602ms
G3_U,EdgePartition2D,2,Final Runtime: 2959ms
G3_U,EdgePartition2D,3,Final Runtime: 2788ms
G3_U,EdgePartition2D,4,Final Runtime: 2314ms
G3_U,EdgePartition2D,5,Final Runtime: 2713ms
G3_U,NaiveTemporal,1,Final Runtime: 2653ms
G3_U,NaiveTemporal,2,Final Runtime: 2550ms
G3_U,NaiveTemporal,3,Final Runtime: 2272ms
G3_U,NaiveTemporal,4,Final Runtime: 2353ms
G3_U,NaiveTemporal,5,Final Runtime: 2659ms
G3_U,NaiveTemporalEdge,1,Final Runtime: 2300ms
G3_U,NaiveTemporalEdge,2,Final Runtime: 2291ms
G3_U,NaiveTemporalEdge,3,Final Runtime: 2984ms
G3_U,NaiveTemporalEdge,4,Final Runtime: 2642ms
G3_U,NaiveTemporalEdge,5,Final Runtime: 2312ms
G3_U,ConsecutiveTemporal,1,Final Runtime: 2547ms
G3_U,ConsecutiveTemporal,2,Final Runtime: 3019ms
G3_U,ConsecutiveTemporal,3,Final Runtime: 2734ms
G3_U,ConsecutiveTemporal,4,Final Runtime: 2405ms
G3_U,ConsecutiveTemporal,5,Final Runtime: 2624ms
G3_U,ConsecutiveTemporalEdge,1,Final Runtime: 2284ms
G3_U,ConsecutiveTemporalEdge,2,Final Runtime: 2296ms
G3_U,ConsecutiveTemporalEdge,3,Final Runtime: 2411ms
G3_U,ConsecutiveTemporalEdge,4,Final Runtime: 2683ms
G3_U,ConsecutiveTemporalEdge,5,Final Runtime: 2310ms
G3_U,HybridRandomTemporal,1,Final Runtime: 2240ms
G3_U,HybridRandomTemporal,2,Final Runtime: 5606ms
G3_U,HybridRandomTemporal,3,Final Runtime: 2832ms
G3_U,HybridRandomTemporal,4,Final Runtime: 3276ms
G3_U,HybridRandomTemporal,5,Final Runtime: 2173ms
G3_U,HybridRandomEdgeTemporal,1,Final Runtime: 2615ms
G3_U,HybridRandomEdgeTemporal,2,Final Runtime: 2691ms
G3_U,HybridRandomEdgeTemporal,3,Final Runtime: 3270ms
G3_U,HybridRandomEdgeTemporal,4,Final Runtime: 3123ms
G3_U,HybridRandomEdgeTemporal,5,Final Runtime: 2632ms
G3_U,Hybrid2DTemporal,1,Final Runtime: 2752ms
G3_U,Hybrid2DTemporal,2,Final Runtime: 2623ms
G3_U,Hybrid2DTemporal,3,Final Runtime: 2762ms
G3_U,Hybrid2DTemporal,4,Final Runtime: 3752ms
G3_U,Hybrid2DTemporal,5,Final Runtime: 2708ms
G3_U,Hybrid2DEdgeTemporal,1,Final Runtime: 2530ms
G3_U,Hybrid2DEdgeTemporal,2,Final Runtime: 2407ms
G3_U,Hybrid2DEdgeTemporal,3,Final Runtime: 2324ms
G3_U,Hybrid2DEdgeTemporal,4,Final Runtime: 2210ms
G3_U,Hybrid2DEdgeTemporal,5,Final Runtime: 2263ms
G3_E,CanonicalRandomVertexCut,1,Final Runtime: 1790ms
G3_E,CanonicalRandomVertexCut,2,Final Runtime: 1545ms
G3_E,CanonicalRandomVertexCut,3,Final Runtime: 1422ms
G3_E,CanonicalRandomVertexCut,4,Final Runtime: 1488ms
G3_E,CanonicalRandomVertexCut,5,Final Runtime: 1317ms
G3_E,EdgePartition2D,1,Final Runtime: 1435ms
G3_E,EdgePartition2D,2,Final Runtime: 1381ms
G3_E,EdgePartition2D,3,Final Runtime: 1605ms
G3_E,EdgePartition2D,4,Final Runtime: 1490ms
G3_E,EdgePartition2D,5,Final Runtime: 1345ms
G3_E,NaiveTemporal,1,Final Runtime: 1412ms
G3_E,NaiveTemporal,2,Final Runtime: 1452ms
G3_E,NaiveTemporal,3,Final Runtime: 1440ms
G3_E,NaiveTemporal,4,Final Runtime: 1727ms
G3_E,NaiveTemporal,5,Final Runtime: 1408ms
G3_E,NaiveTemporalEdge,1,Final Runtime: 1334ms
G3_E,NaiveTemporalEdge,2,Final Runtime: 1387ms
G3_E,NaiveTemporalEdge,3,Final Runtime: 1436ms
G3_E,NaiveTemporalEdge,4,Final Runtime: 1437ms
G3_E,NaiveTemporalEdge,5,Final Runtime: 1329ms
G3_E,ConsecutiveTemporal,1,Final Runtime: 1573ms
G3_E,ConsecutiveTemporal,2,Final Runtime: 1574ms
G3_E,ConsecutiveTemporal,3,Final Runtime: 1417ms
G3_E,ConsecutiveTemporal,4,Final Runtime: 1368ms
G3_E,ConsecutiveTemporal,5,Final Runtime: 1268ms
G3_E,ConsecutiveTemporalEdge,1,Final Runtime: 1518ms
G3_E,ConsecutiveTemporalEdge,2,Final Runtime: 1331ms
G3_E,ConsecutiveTemporalEdge,3,Final Runtime: 1477ms
G3_E,ConsecutiveTemporalEdge,4,Final Runtime: 1399ms
G3_E,ConsecutiveTemporalEdge,5,Final Runtime: 1261ms
G3_E,HybridRandomTemporal,1,Final Runtime: 1380ms
G3_E,HybridRandomTemporal,2,Final Runtime: 1316ms
G3_E,HybridRandomTemporal,3,Final Runtime: 1333ms
G3_E,HybridRandomTemporal,4,Final Runtime: 1318ms
G3_E,HybridRandomTemporal,5,Final Runtime: 1363ms
G3_E,HybridRandomEdgeTemporal,1,Final Runtime: 1397ms
G3_E,HybridRandomEdgeTemporal,2,Final Runtime: 1443ms
G3_E,HybridRandomEdgeTemporal,3,Final Runtime: 1354ms
G3_E,HybridRandomEdgeTemporal,4,Final Runtime: 1521ms
G3_E,HybridRandomEdgeTemporal,5,Final Runtime: 1327ms
G3_E,Hybrid2DTemporal,1,Final Runtime: 1442ms
G3_E,Hybrid2DTemporal,2,Final Runtime: 1490ms
G3_E,Hybrid2DTemporal,3,Final Runtime: 1379ms
G3_E,Hybrid2DTemporal,4,Final Runtime: 1328ms
G3_E,Hybrid2DTemporal,5,Final Runtime: 1448ms
G3_E,Hybrid2DEdgeTemporal,1,Final Runtime: 1481ms
G3_E,Hybrid2DEdgeTemporal,2,Final Runtime: 1370ms
G3_E,Hybrid2DEdgeTemporal,3,Final Runtime: 1542ms
G3_E,Hybrid2DEdgeTemporal,4,Final Runtime: 1408ms
G3_E,Hybrid2DEdgeTemporal,5,Final Runtime: 1365ms
G4_U,CanonicalRandomVertexCut,1,G4_U,CanonicalRandomVertexCut,2,G4_U,CanonicalRandomVertexCut,3,G4_U,CanonicalRandomVertexCut,4,G4_U,CanonicalRandomVertexCut,5,G4_U,EdgePartition2D,1,G4_U,EdgePartition2D,2,G4_U,EdgePartition2D,3,G4_U,EdgePartition2D,4,G4_U,EdgePartition2D,5,G4_U,NaiveTemporal,1,G4_U,NaiveTemporal,2,G4_U,NaiveTemporal,3,G4_U,NaiveTemporal,4,G4_U,NaiveTemporal,5,G4_U,NaiveTemporalEdge,1,G4_U,NaiveTemporalEdge,2,G4_U,NaiveTemporalEdge,3,G4_U,NaiveTemporalEdge,4,G4_U,NaiveTemporalEdge,5,G4_U,ConsecutiveTemporal,1,G4_U,ConsecutiveTemporal,2,G4_U,ConsecutiveTemporal,3,G4_U,ConsecutiveTemporal,4,G4_U,ConsecutiveTemporal,5,G4_U,ConsecutiveTemporalEdge,1,G4_U,ConsecutiveTemporalEdge,2,G4_U,ConsecutiveTemporalEdge,3,G4_U,ConsecutiveTemporalEdge,4,G4_U,ConsecutiveTemporalEdge,5,G4_U,HybridRandomTemporal,1,G4_U,HybridRandomTemporal,2,G4_U,HybridRandomTemporal,3,G4_U,HybridRandomTemporal,4,G4_U,HybridRandomTemporal,5,G4_U,HybridRandomEdgeTemporal,1,G4_U,HybridRandomEdgeTemporal,2,G4_U,HybridRandomEdgeTemporal,3,G4_U,HybridRandomEdgeTemporal,4,G4_U,HybridRandomEdgeTemporal,5,G4_U,Hybrid2DTemporal,1,G4_U,Hybrid2DTemporal,2,G4_U,Hybrid2DTemporal,3,G4_U,Hybrid2DTemporal,4,G4_U,Hybrid2DTemporal,5,G4_U,Hybrid2DEdgeTemporal,1,G4_U,Hybrid2DEdgeTemporal,2,G4_U,Hybrid2DEdgeTemporal,3,G4_U,Hybrid2DEdgeTemporal,4,G4_U,Hybrid2DEdgeTemporal,5,G4_E,CanonicalRandomVertexCut,1,G4_E,CanonicalRandomVertexCut,2,G4_E,CanonicalRandomVertexCut,3,G4_E,CanonicalRandomVertexCut,4,G4_E,CanonicalRandomVertexCut,5,G4_E,EdgePartition2D,1,G4_E,EdgePartition2D,2,G4_E,EdgePartition2D,3,G4_E,EdgePartition2D,4,G4_E,EdgePartition2D,5,G4_E,NaiveTemporal,1,G4_E,NaiveTemporal,2,G4_E,NaiveTemporal,3,G4_E,NaiveTemporal,4,G4_E,NaiveTemporal,5,G4_E,NaiveTemporalEdge,1,G4_E,NaiveTemporalEdge,2,G4_E,NaiveTemporalEdge,3,G4_E,NaiveTemporalEdge,4,G4_E,NaiveTemporalEdge,5,G4_E,ConsecutiveTemporal,1,G4_E,ConsecutiveTemporal,2,G4_E,ConsecutiveTemporal,3,G4_E,ConsecutiveTemporal,4,G4_E,ConsecutiveTemporal,5,G4_E,ConsecutiveTemporalEdge,1,G4_E,ConsecutiveTemporalEdge,2,G4_E,ConsecutiveTemporalEdge,3,G4_E,ConsecutiveTemporalEdge,4,G4_E,ConsecutiveTemporalEdge,5,G4_E,HybridRandomTemporal,1,G4_E,HybridRandomTemporal,2,G4_E,HybridRandomTemporal,3,G4_E,HybridRandomTemporal,4,G4_E,HybridRandomTemporal,5,G4_E,HybridRandomEdgeTemporal,1,G4_E,HybridRandomEdgeTemporal,2,G4_E,HybridRandomEdgeTemporal,3,G4_E,HybridRandomEdgeTemporal,4,G4_E,HybridRandomEdgeTemporal,5,G4_E,Hybrid2DTemporal,1,G4_E,Hybrid2DTemporal,2,G4_E,Hybrid2DTemporal,3,G4_E,Hybrid2DTemporal,4,G4_E,Hybrid2DTemporal,5,G4_E,Hybrid2DEdgeTemporal,1,G4_E,Hybrid2DEdgeTemporal,2,G4_E,Hybrid2DEdgeTemporal,3,G4_E,Hybrid2DEdgeTemporal,4,G4_E,Hybrid2DEdgeTemporal,5,G5_U,CanonicalRandomVertexCut,1,G5_U,CanonicalRandomVertexCut,2,G5_U,CanonicalRandomVertexCut,3,G5_U,CanonicalRandomVertexCut,4,G5_U,CanonicalRandomVertexCut,5,G5_U,EdgePartition2D,1,G5_U,EdgePartition2D,2,G5_U,EdgePartition2D,3,G5_U,EdgePartition2D,4,G5_U,EdgePartition2D,5,G5_U,NaiveTemporal,1,G5_U,NaiveTemporal,2,G5_U,NaiveTemporal,3,G5_U,NaiveTemporal,4,G5_U,NaiveTemporal,5,G5_U,NaiveTemporalEdge,1,G5_U,NaiveTemporalEdge,2,G5_U,NaiveTemporalEdge,3,G5_U,NaiveTemporalEdge,4,G5_U,NaiveTemporalEdge,5,G5_U,ConsecutiveTemporal,1,G5_U,ConsecutiveTemporal,2,G5_U,ConsecutiveTemporal,3,G5_U,ConsecutiveTemporal,4,G5_U,ConsecutiveTemporal,5,G5_U,ConsecutiveTemporalEdge,1,G5_U,ConsecutiveTemporalEdge,2,G5_U,ConsecutiveTemporalEdge,3,G5_U,ConsecutiveTemporalEdge,4,G5_U,ConsecutiveTemporalEdge,5,G5_U,HybridRandomTemporal,1,G5_U,HybridRandomTemporal,2,G5_U,HybridRandomTemporal,3,G5_U,HybridRandomTemporal,4,G5_U,HybridRandomTemporal,5,G5_U,HybridRandomEdgeTemporal,1,G5_U,HybridRandomEdgeTemporal,2,G5_U,HybridRandomEdgeTemporal,3,G5_U,HybridRandomEdgeTemporal,4,G5_U,HybridRandomEdgeTemporal,5,G5_U,Hybrid2DTemporal,1,G5_U,Hybrid2DTemporal,2,G5_U,Hybrid2DTemporal,3,G5_U,Hybrid2DTemporal,4,G5_U,Hybrid2DTemporal,5,G5_U,Hybrid2DEdgeTemporal,1,G5_U,Hybrid2DEdgeTemporal,2,G5_U,Hybrid2DEdgeTemporal,3,G5_U,Hybrid2DEdgeTemporal,4,G5_U,Hybrid2DEdgeTemporal,5,
